UUID,timeSlot,totalKeys,sharing,consumption,remainder
fdb56adec625fc4c0438fdc70c97e2dd,36,0,0,0,0.065420427
000c00a0e99903f7255edf24d9ab0b6a,36,233454,102255,223428.4565,0.042944407
19eeafb7e15ffdc347fc9f61116ea605,36,8650740,2791733,5732114.738,0.337384462
1af9d33faff1826077e29e195ac5ef14,36,62445,13235,36361.91862,0.417696875
1b7b4236e27163699013842b23f58639,36,167772155,69863882,25229912.05,0.849618001
23e6fc29cc7fdf127fd57797caec1ef9,36,150994938,64618369,10315400.32,0.9316838
24b701ecd0db088223878f634ae6d43e,36,6441,3799,2339.108842,0.636840733
2625494724018df4323553ff542e2e5a,36,10858,9662,1123.412714,0.896535945
286b271a873c7b4e190f384e28e4063a,36,2686962,1960782,1111661.83,0.586275567
2a5fdd3f3ba34c005a3b110662f2420e,36,402653181,131718970,398533928,0.010230276
32ab7472fba2c88bab5ba0c0961b3457,36,26214390,24679141,3657912.664,0.860461652
32cfe384db792f80725b066ae72b087b,36,187,91,81.91430005,0.561955615
39469674a01435b4e00763a53c550bae,36,2103,1978,1108.109601,0.473081502
3b23e436f382689ed501eb22c1b95736,36,15204341,10970504,13499954.88,0.112098651
4170a28cc94f27124d0582470c7a804a,36,79,41,53.51480397,0.322597418
582dff23dc4fe61ae147f9bbffddb682,36,3720,351,1151.592735,0.690432061
5da7f1a2c0703c294a1b14677c00ab70,36,44040183,9268222,16422367.65,0.627104918
6e0c2e9c32fac15d0b736e7f72760ce0,36,802800,510362,432327.9721,0.461474873
726fd6325dc02b13a68e292891fd74d5,36,633,87,598.2932746,0.05482895
751cbcc1c2e98718b8504bde96824acb,36,434159,314369,421946.039,0.028130157
79394d52d0794fda6566cbb829fee639,36,17643,14990,12352.92344,0.299839968
7cda77cd212ff9a480f08ca8a91f0eca,36,4849651,4567941,1104431.163,0.772265847
8569bee0f4aba3c064656bff33a63b1f,36,109051897,80178139,44643159.59,0.59062464
91dbcd5baf074fe8be6f39281bf835f2,36,43,1,42.93596294,0.001489234
96b7bd9a421bca1b6a8e2916b9ce9f93,36,1474545,1078842,246329.7395,0.832945255
96cc4d1951f719c6cd9340eb9b502315,36,1166,580,1025.345919,0.120629572
9f1da583f2fe3f475c87afdae6abb996,36,71303160,7796906,24257558.79,0.659796862
a28aafe3a71af397e522b57b2d36f0ab,36,9,6,3.833962733,0.574004141
a9448eba34ad3e5c3eff2f19199bad94,36,1073741823,1010041869,20623258.62,0.980793094
b28f42d989cfc821a762df290c62f729,36,1073741822,926712982,420643237.1,0.608245457
bf9e293b83ddbb32040aac0c6be221e5,37,0,0,0,0.182184107
cd4c30b63be63dae7decda66c45e6ee5,37,0,0,0,0.930787696
da43ab15b4ab7324d91f3717b2d9e029,37,334,6,210.7548355,0.368997499
e48bd34b652bb6ac51fd18fbb523c2b4,37,0,0,0,0.953447437
e5e924358c73cd453d7fb072ef0442aa,37,9,0,8.563464078,0.048503991
e7f180f200d2b3d396c7cf54570eaef2,37,1140850680,848256808,119987439.3,0.894826342
f0c25ed4f215935329887ef1cfeb0830,37,0,0,0,0.855576371
fbf102d198ba287a353b0cddc191cb0d,37,156120,130792,54124.00122,0.653317953
fdb56adec625fc4c0438fdc70c97e2dd,37,0,0,0,0.496681095
000c00a0e99903f7255edf24d9ab0b6a,37,233454,96827,18462.26333,0.920916912
19eeafb7e15ffdc347fc9f61116ea605,37,8650740,618449,601487.2295,0.930469852
1af9d33faff1826077e29e195ac5ef14,37,62445,1088,28880.20307,0.537509759
1b7b4236e27163699013842b23f58639,37,167772155,70723936,154696728.2,0.077935619
23e6fc29cc7fdf127fd57797caec1ef9,37,150994938,85545583,21275119.54,0.859100445
24b701ecd0db088223878f634ae6d43e,37,6441,5048,3859.064,0.400859494
2625494724018df4323553ff542e2e5a,37,10858,6761,2034.60947,0.812616553
286b271a873c7b4e190f384e28e4063a,37,2686962,1467101,2478097.957,0.077732414
2a5fdd3f3ba34c005a3b110662f2420e,37,402653181,319209489,237984219,0.408959794
32ab7472fba2c88bab5ba0c0961b3457,37,26214390,5972238,20650583.7,0.212242448
32cfe384db792f80725b066ae72b087b,37,187,155,40.80211258,0.781806885
39469674a01435b4e00763a53c550bae,37,2103,1439,435.3644622,0.792979333
3b23e436f382689ed501eb22c1b95736,37,15204341,15069446,14731058.38,0.031128125
4170a28cc94f27124d0582470c7a804a,37,79,76,6.988923856,0.911532609
582dff23dc4fe61ae147f9bbffddb682,37,3720,1631,901.6081967,0.757632205
5da7f1a2c0703c294a1b14677c00ab70,37,44040183,19373833,43641052.93,0.009062861
6e0c2e9c32fac15d0b736e7f72760ce0,37,802800,600220,618331.4218,0.229781488
726fd6325dc02b13a68e292891fd74d5,37,633,398,510.0487806,0.194235734
751cbcc1c2e98718b8504bde96824acb,37,434159,136028,18052.48205,0.958419653
79394d52d0794fda6566cbb829fee639,37,17643,13744,16863.35185,0.044190225
7cda77cd212ff9a480f08ca8a91f0eca,37,4849651,1849647,2617624.354,0.460244798
8569bee0f4aba3c064656bff33a63b1f,37,109051897,45046520,35111051.52,0.678033556
91dbcd5baf074fe8be6f39281bf835f2,37,43,7,37.07378294,0.137819001
96b7bd9a421bca1b6a8e2916b9ce9f93,37,1474545,1202239,748721.9604,0.492235259
96cc4d1951f719c6cd9340eb9b502315,37,1166,1153,993.0697177,0.148310705
9f1da583f2fe3f475c87afdae6abb996,37,71303160,63004839,28357502.28,0.602296697
a28aafe3a71af397e522b57b2d36f0ab,37,9,9,0.702371256,0.921958749
a9448eba34ad3e5c3eff2f19199bad94,37,1073741823,771594910,1070723885,0.002810673
b28f42d989cfc821a762df290c62f729,37,1073741822,414678935,15561942.49,0.985506812
bf9e293b83ddbb32040aac0c6be221e5,38,0,0,0,0.509585578
cd4c30b63be63dae7decda66c45e6ee5,38,0,0,0,0.642449771
da43ab15b4ab7324d91f3717b2d9e029,38,334,165,223.949652,0.32949206
e48bd34b652bb6ac51fd18fbb523c2b4,38,0,0,0,0.645237456
e5e924358c73cd453d7fb072ef0442aa,38,9,7,3.420434362,0.619951738
e7f180f200d2b3d396c7cf54570eaef2,38,1140850680,204042470,858282461,0.247682036
f0c25ed4f215935329887ef1cfeb0830,38,0,0,0,0.222864861
f99f8089688072c369867930674a2f5f,38,0,0,0,0.121742683
fbf102d198ba287a353b0cddc191cb0d,38,156120,22828,64434.25099,0.587277408
fdb56adec625fc4c0438fdc70c97e2dd,38,1,0,0.199753907,0.800246093
000c00a0e99903f7255edf24d9ab0b6a,38,233454,48400,227288.7673,0.026408769
19eeafb7e15ffdc347fc9f61116ea605,38,8650740,2140393,1774205.579,0.794907074
1af9d33faff1826077e29e195ac5ef14,38,62445,5080,30207.65833,0.516251768
1b7b4236e27163699013842b23f58639,38,167772155,96212487,9468861.708,0.943561184
23e6fc29cc7fdf127fd57797caec1ef9,38,150994938,83337972,41412102.21,0.725738473
24b701ecd0db088223878f634ae6d43e,38,6441,2974,3450.195297,0.464338566
24f476df91974ae3b048f581ccb793fb,38,0,0,0,0.764176539
2625494724018df4323553ff542e2e5a,38,10858,5490,8845.951699,0.185305609
286b271a873c7b4e190f384e28e4063a,38,2686962,1066980,979033.3826,0.635635568
2a5fdd3f3ba34c005a3b110662f2420e,38,402653181,30853789,339906704.6,0.155832561
32ab7472fba2c88bab5ba0c0961b3457,38,26214390,13731147,16660570.42,0.364449433
32cfe384db792f80725b066ae72b087b,38,187,32,157.3476444,0.158568747
39469674a01435b4e00763a53c550bae,38,2103,1575,1183.024338,0.437458708
3b23e436f382689ed501eb22c1b95736,38,15204341,11315289,11026390.05,0.274786717
4170a28cc94f27124d0582470c7a804a,38,79,7,51.95843619,0.342298276
582dff23dc4fe61ae147f9bbffddb682,38,3720,393,1023.29491,0.724920723
5da7f1a2c0703c294a1b14677c00ab70,38,44040183,9511439,14077419,0.680350579
6e0c2e9c32fac15d0b736e7f72760ce0,38,802800,567461,310856.3041,0.612784873
726fd6325dc02b13a68e292891fd74d5,38,633,2,413.9705399,0.346018104
751cbcc1c2e98718b8504bde96824acb,38,434159,199256,314246.7038,0.276194427
79394d52d0794fda6566cbb829fee639,38,17643,2953,889.3240325,0.949593378
7cda77cd212ff9a480f08ca8a91f0eca,38,4849651,1562306,4277918.743,0.117891423
8569bee0f4aba3c064656bff33a63b1f,38,109051897,2199164,59662500.78,0.452898093
91dbcd5baf074fe8be6f39281bf835f2,38,43,22,2.323096278,0.945974505
96b7bd9a421bca1b6a8e2916b9ce9f93,38,1474545,1107700,855360.8917,0.419915369
96cc4d1951f719c6cd9340eb9b502315,38,1166,34,838.3107008,0.281037135
9f1da583f2fe3f475c87afdae6abb996,38,71303160,41468717,32443419.24,0.544993248
a28aafe3a71af397e522b57b2d36f0ab,38,9,5,8.425877439,0.063791396
a9448eba34ad3e5c3eff2f19199bad94,38,1073741823,691095730,755289028.3,0.296582277
b28f42d989cfc821a762df290c62f729,38,1073741822,828950943,780630764.3,0.272980945
bf9e293b83ddbb32040aac0c6be221e5,39,0,0,0,0.100352865
cd4c30b63be63dae7decda66c45e6ee5,39,0,0,0,0.59195207
da43ab15b4ab7324d91f3717b2d9e029,39,334,225,217.9115554,0.347570193
e48bd34b652bb6ac51fd18fbb523c2b4,39,1,0,0.275395835,0.724604165
e5e924358c73cd453d7fb072ef0442aa,39,9,7,7.127993603,0.208000711
e7f180f200d2b3d396c7cf54570eaef2,39,1140850680,674126176,863007002.8,0.243540791
f0c25ed4f215935329887ef1cfeb0830,39,0,0,0,0.089084015
f99f8089688072c369867930674a2f5f,39,0,0,0,0.100805067
fbf102d198ba287a353b0cddc191cb0d,39,156120,130476,80028.48876,0.487391181
fdb56adec625fc4c0438fdc70c97e2dd,39,0,0,0,0.534152115
000c00a0e99903f7255edf24d9ab0b6a,39,233454,19627,140754.0254,0.397080258
19eeafb7e15ffdc347fc9f61116ea605,39,8650740,3131759,4686383.244,0.458267935
1af9d33faff1826077e29e195ac5ef14,39,62445,50838,27781.62175,0.555102542
1b7b4236e27163699013842b23f58639,39,167772155,151956294,10510661.89,0.937351571
23e6fc29cc7fdf127fd57797caec1ef9,39,150994938,67420104,54927223.24,0.63623136
24b701ecd0db088223878f634ae6d43e,39,6441,3574,3692.940595,0.426651049
24f476df91974ae3b048f581ccb793fb,39,0,0,0,0.116489275
2625494724018df4323553ff542e2e5a,39,10858,3943,688.1297738,0.936624629
286b271a873c7b4e190f384e28e4063a,39,2686962,2381921,2432777.298,0.094599292
2a5fdd3f3ba34c005a3b110662f2420e,39,402653181,170141568,116888375.3,0.709704577
32ab7472fba2c88bab5ba0c0961b3457,39,26214390,470454,18355036.57,0.299810655
32cfe384db792f80725b066ae72b087b,39,187,121,58.6322979,0.6864583
39469674a01435b4e00763a53c550bae,39,2103,1383,97.13828322,0.953809661
3b23e436f382689ed501eb22c1b95736,39,15204341,1460152,272647.2954,0.982067799
4170a28cc94f27124d0582470c7a804a,39,79,78,52.41639889,0.33650128
582dff23dc4fe61ae147f9bbffddb682,39,3720,2103,3689.771812,0.008125857
5da7f1a2c0703c294a1b14677c00ab70,39,44040183,39793885,30538607.36,0.306574013
6e0c2e9c32fac15d0b736e7f72760ce0,39,802800,588895,278142.8401,0.653534081
726fd6325dc02b13a68e292891fd74d5,39,633,344,592.6738157,0.063706452
751cbcc1c2e98718b8504bde96824acb,39,434159,364608,265764.9742,0.387862571
79394d52d0794fda6566cbb829fee639,39,17643,5081,13701.34551,0.223411806
7cda77cd212ff9a480f08ca8a91f0eca,39,4849651,2244044,3220262.165,0.335980638
8569bee0f4aba3c064656bff33a63b1f,39,109051897,30926069,105151138,0.035769749
91dbcd5baf074fe8be6f39281bf835f2,39,43,23,23.78562514,0.446845927
96b7bd9a421bca1b6a8e2916b9ce9f93,39,1474545,473985,1002614.544,0.320051579
96cc4d1951f719c6cd9340eb9b502315,39,1166,418,363.1363399,0.688562316
9f1da583f2fe3f475c87afdae6abb996,39,71303160,26642018,40520867.28,0.431710077
a28aafe3a71af397e522b57b2d36f0ab,39,9,7,4.738944381,0.473450624
a9448eba34ad3e5c3eff2f19199bad94,39,1073741823,102591752,689893514.5,0.357486595
b28f42d989cfc821a762df290c62f729,39,1073741822,956430859,967511297.7,0.098934886
b50ff253b9fec25367c1a40a8d230e86,39,0,0,0,0.043867525
bf9e293b83ddbb32040aac0c6be221e5,40,0,0,0,0.970466632
cd4c30b63be63dae7decda66c45e6ee5,40,0,0,0,0.551886775
da43ab15b4ab7324d91f3717b2d9e029,40,334,65,176.8766755,0.470429115
e48bd34b652bb6ac51fd18fbb523c2b4,40,0,0,0,0.673151851
e5e924358c73cd453d7fb072ef0442aa,40,9,7,3.41134462,0.620961709
e7f180f200d2b3d396c7cf54570eaef2,40,1140850680,985911563,204726427,0.820549323
f0c25ed4f215935329887ef1cfeb0830,40,0,0,0,0.519070239
f99f8089688072c369867930674a2f5f,40,0,0,0,0.155404309
fbf102d198ba287a353b0cddc191cb0d,40,156120,87460,5853.25959,0.962507945
fdb56adec625fc4c0438fdc70c97e2dd,40,0,0,0,0.353331235
000c00a0e99903f7255edf24d9ab0b6a,40,233454,149151,58630.88317,0.748854664
19eeafb7e15ffdc347fc9f61116ea605,40,8650740,743555,7980286.922,0.077502396
1af9d33faff1826077e29e195ac5ef14,40,62445,55436,47606.55708,0.237624196
1b7b4236e27163699013842b23f58639,40,167772155,111555667,131954572.3,0.213489436
23e6fc29cc7fdf127fd57797caec1ef9,40,150994938,113575337,135797054.7,0.100651608
24b701ecd0db088223878f634ae6d43e,40,6441,6199,4571.094051,0.290312987
24f476df91974ae3b048f581ccb793fb,40,0,0,0,0.044041337
2625494724018df4323553ff542e2e5a,40,10858,8048,7831.421582,0.278741796
286b271a873c7b4e190f384e28e4063a,40,2686962,767937,2109324.936,0.214977757
2a5fdd3f3ba34c005a3b110662f2420e,40,402653181,100704308,227245847.6,0.435628828
2b880bc9b8bead31e44c22e9cdb8f25c,40,0,0,0,0.326767239
32ab7472fba2c88bab5ba0c0961b3457,40,26214390,8608971,7182584.511,0.726006041
32cfe384db792f80725b066ae72b087b,40,187,149,29.53575546,0.842054784
39469674a01435b4e00763a53c550bae,40,2103,814,443.4331928,0.789142562
3b23e436f382689ed501eb22c1b95736,40,15204341,331112,1639164.072,0.892191048
4170a28cc94f27124d0582470c7a804a,40,79,51,11.54006173,0.853923269
582dff23dc4fe61ae147f9bbffddb682,40,3720,65,1355.150697,0.635712178
5da7f1a2c0703c294a1b14677c00ab70,40,44040183,38475098,16390334.71,0.627832275
6e0c2e9c32fac15d0b736e7f72760ce0,40,802800,404671,430574.304,0.463659312
726fd6325dc02b13a68e292891fd74d5,40,633,393,251.9634314,0.601953505
751cbcc1c2e98718b8504bde96824acb,40,434159,20353,109080.4616,0.748754577
79394d52d0794fda6566cbb829fee639,40,17643,1710,2209.555726,0.874763038
7cda77cd212ff9a480f08ca8a91f0eca,40,4849651,195329,4038658.647,0.167226952
8569bee0f4aba3c064656bff33a63b1f,40,109051897,1980988,99418312.58,0.088339448
91dbcd5baf074fe8be6f39281bf835f2,40,43,34,41.15390587,0.042932422
96b7bd9a421bca1b6a8e2916b9ce9f93,40,1474545,839838,1375936.505,0.066873846
96cc4d1951f719c6cd9340eb9b502315,40,1166,549,1036.668673,0.110918805
9f1da583f2fe3f475c87afdae6abb996,40,71303160,50077841,32602382.78,0.542763844
a28aafe3a71af397e522b57b2d36f0ab,40,9,0,2.032083335,0.774212963
a9448eba34ad3e5c3eff2f19199bad94,40,1073741823,134175629,475518408.2,0.557138971
b28f42d989cfc821a762df290c62f729,40,1073741822,876973519,524447475,0.511570226
b50ff253b9fec25367c1a40a8d230e86,40,1,1,0.279675198,0.720324802
bf9e293b83ddbb32040aac0c6be221e5,41,0,0,0,0.45578937
cd4c30b63be63dae7decda66c45e6ee5,41,0,0,0,0.680632655
da43ab15b4ab7324d91f3717b2d9e029,41,334,70,254.2286512,0.238836374
e48bd34b652bb6ac51fd18fbb523c2b4,41,0,0,0,0.245149067
e5e924358c73cd453d7fb072ef0442aa,41,9,8,7.694817615,0.145020265
e7f180f200d2b3d396c7cf54570eaef2,41,1140850680,779801362,738013335.1,0.353102603
f0c25ed4f215935329887ef1cfeb0830,41,0,0,0,0.393751474
f99f8089688072c369867930674a2f5f,41,0,0,0,0.852338863
fbf102d198ba287a353b0cddc191cb0d,41,156120,11628,17573.34277,0.887436954
fdb56adec625fc4c0438fdc70c97e2dd,41,0,0,0,0.019897466
000c00a0e99903f7255edf24d9ab0b6a,41,233454,193163,44018.67796,0.811446032
19eeafb7e15ffdc347fc9f61116ea605,41,8650740,184372,6841515.616,0.209140997
1af9d33faff1826077e29e195ac5ef14,41,62445,944,23237.06418,0.627879507
1b7b4236e27163699013842b23f58639,41,167772155,109257867,75261884.13,0.5514042
23e6fc29cc7fdf127fd57797caec1ef9,41,150994938,62039464,41431024.58,0.725613155
24b701ecd0db088223878f634ae6d43e,41,6441,4976,4939.845123,0.233062394
24f476df91974ae3b048f581ccb793fb,41,0,0,0,0.176996966
2625494724018df4323553ff542e2e5a,41,10858,10345,2313.974899,0.786887558
286b271a873c7b4e190f384e28e4063a,41,2686962,1103300,292609.4706,0.891100257
2a5fdd3f3ba34c005a3b110662f2420e,41,402653181,231568143,286272437.7,0.289034705
2b880bc9b8bead31e44c22e9cdb8f25c,41,1,0,0.661363016,0.338636984
32ab7472fba2c88bab5ba0c0961b3457,41,26214390,24681942,16579970.03,0.367524095
32cfe384db792f80725b066ae72b087b,41,187,134,161.2842915,0.137517158
39469674a01435b4e00763a53c550bae,41,2103,1419,1034.396412,0.508132947
3ab3f2ea66efecc264a7681fc7c5ec26,41,0,0,0,0.910740957
3b23e436f382689ed501eb22c1b95736,41,15204341,9651310,8783665.962,0.422292228
4170a28cc94f27124d0582470c7a804a,41,79,72,3.460225801,0.956199673
582dff23dc4fe61ae147f9bbffddb682,41,3720,1080,3201.35419,0.139420917
5da7f1a2c0703c294a1b14677c00ab70,41,44040183,34136959,41291107.15,0.06242199
6e0c2e9c32fac15d0b736e7f72760ce0,41,802800,408315,148780.1036,0.814673513
726fd6325dc02b13a68e292891fd74d5,41,633,493,427.0834301,0.325302638
751cbcc1c2e98718b8504bde96824acb,41,434159,363906,19355.58581,0.955418209
79394d52d0794fda6566cbb829fee639,41,17643,5374,11952.26891,0.322548948
7cda77cd212ff9a480f08ca8a91f0eca,41,4849651,4605478,2643904.015,0.454825921
8569bee0f4aba3c064656bff33a63b1f,41,109051897,68564898,16250393.27,0.850984772
91dbcd5baf074fe8be6f39281bf835f2,41,43,12,16.03811122,0.627020669
96b7bd9a421bca1b6a8e2916b9ce9f93,41,1474545,1430296,1471880.664,0.001806887
96cc4d1951f719c6cd9340eb9b502315,41,1166,385,729.0095928,0.374777365
9f1da583f2fe3f475c87afdae6abb996,41,71303160,40869106,19873008.21,0.721288535
a28aafe3a71af397e522b57b2d36f0ab,41,9,7,2.25630581,0.749299354
a9448eba34ad3e5c3eff2f19199bad94,41,1073741823,473849894,242828365.1,0.773848462
b28f42d989cfc821a762df290c62f729,41,1073741822,47521164,818179395.3,0.238011058
b50ff253b9fec25367c1a40a8d230e86,41,0,0,0,0.750168149
bf9e293b83ddbb32040aac0c6be221e5,42,0,0,0,0.95826123
cd4c30b63be63dae7decda66c45e6ee5,42,0,0,0,0.171124662
da43ab15b4ab7324d91f3717b2d9e029,42,334,40,229.1813219,0.313828377
e48bd34b652bb6ac51fd18fbb523c2b4,42,0,0,0,0.971164449
e5e924358c73cd453d7fb072ef0442aa,42,9,0,2.876513243,0.680387417
e7f180f200d2b3d396c7cf54570eaef2,42,1140850680,1122030257,273999811.1,0.759828507
f0c25ed4f215935329887ef1cfeb0830,42,0,0,0,0.694942948
f99f8089688072c369867930674a2f5f,42,0,0,0,0.468834102
fbf102d198ba287a353b0cddc191cb0d,42,156120,21160,69545.86905,0.554535812
fdb56adec625fc4c0438fdc70c97e2dd,42,0,0,0,0.177952698
000c00a0e99903f7255edf24d9ab0b6a,42,233454,67064,133036.3477,0.430138924
19eeafb7e15ffdc347fc9f61116ea605,42,8650740,5350885,2550719.174,0.705144395
1af9d33faff1826077e29e195ac5ef14,42,62445,59039,22068.87202,0.646587044
1b7b4236e27163699013842b23f58639,42,167772155,108579372,151079876.8,0.099493734
23e6fc29cc7fdf127fd57797caec1ef9,42,150994938,132932776,141697886.4,0.061571942
24b701ecd0db088223878f634ae6d43e,42,6441,4717,5243.276247,0.185953075
24f476df91974ae3b048f581ccb793fb,42,0,0,0,0.587148798
2625494724018df4323553ff542e2e5a,42,10858,4783,3245.172804,0.7011261
286b271a873c7b4e190f384e28e4063a,42,2686962,18925,1085876.622,0.595871984
2a5fdd3f3ba34c005a3b110662f2420e,42,402653181,310636574,396769250.6,0.014612899
2b880bc9b8bead31e44c22e9cdb8f25c,42,0,0,0,0.542153317
32ab7472fba2c88bab5ba0c0961b3457,42,26214390,16437317,3653085.781,0.860645783
32cfe384db792f80725b066ae72b087b,42,187,4,129.3020938,0.308544953
39469674a01435b4e00763a53c550bae,42,2103,1248,84.50770008,0.959815644
3ab3f2ea66efecc264a7681fc7c5ec26,42,0,0,0,0.533080683
3b23e436f382689ed501eb22c1b95736,42,15204341,130174,6642218.954,0.563136676
4170a28cc94f27124d0582470c7a804a,42,79,5,77.59165054,0.017827208
582dff23dc4fe61ae147f9bbffddb682,42,3720,273,428.3386344,0.884855206
5da7f1a2c0703c294a1b14677c00ab70,42,44040183,30191908,2983851.67,0.932247065
6e0c2e9c32fac15d0b736e7f72760ce0,42,802800,566276,432984.6254,0.460656919
726fd6325dc02b13a68e292891fd74d5,42,633,517,416.3691825,0.34222878
751cbcc1c2e98718b8504bde96824acb,42,434159,30210,9634.878259,0.97780795
79394d52d0794fda6566cbb829fee639,42,17643,11279,10348.61817,0.413443396
7cda77cd212ff9a480f08ca8a91f0eca,42,4849651,2181530,2651982.135,0.45316021
8569bee0f4aba3c064656bff33a63b1f,42,109051897,81278312,53027928.82,0.513736759
91dbcd5baf074fe8be6f39281bf835f2,42,43,6,36.58135715,0.149270764
96b7bd9a421bca1b6a8e2916b9ce9f93,42,1474545,985839,1022993.762,0.306230897
96cc4d1951f719c6cd9340eb9b502315,42,1166,414,262.0487454,0.775258366
9f1da583f2fe3f475c87afdae6abb996,42,71303160,52397530,22412927.67,0.68566712
a28aafe3a71af397e522b57b2d36f0ab,42,9,8,4.156413095,0.538176323
a9448eba34ad3e5c3eff2f19199bad94,42,1073741823,754029148,650379758.8,0.394286648
b28f42d989cfc821a762df290c62f729,42,1073741822,86461150,585474790.2,0.45473411
b50ff253b9fec25367c1a40a8d230e86,42,0,0,0,0.071593884
bf9e293b83ddbb32040aac0c6be221e5,43,0,0,0,0.741459865
cd4c30b63be63dae7decda66c45e6ee5,43,0,0,0,0.765987708
da43ab15b4ab7324d91f3717b2d9e029,43,334,145,121.8396763,0.63521055
e48bd34b652bb6ac51fd18fbb523c2b4,43,0,0,0,0.784102766
e5e924358c73cd453d7fb072ef0442aa,43,9,0,3.640790124,0.595467764
e7f180f200d2b3d396c7cf54570eaef2,43,1140850680,163314651,1138498749,0.002061559
f0c25ed4f215935329887ef1cfeb0830,43,0,0,0,0.212205331
f99f8089688072c369867930674a2f5f,43,0,0,0,0.864533644
fbf102d198ba287a353b0cddc191cb0d,43,156120,34319,78574.25243,0.496706044
fdb56adec625fc4c0438fdc70c97e2dd,43,0,0,0,0.413227506
000c00a0e99903f7255edf24d9ab0b6a,43,233454,107339,148359.6291,0.364501662
19eeafb7e15ffdc347fc9f61116ea605,43,8650740,3520648,1047460.996,0.878916602
1af9d33faff1826077e29e195ac5ef14,43,62445,36307,12317.13548,0.802752254
1b7b4236e27163699013842b23f58639,43,167772155,134779814,81825162.14,0.512284013
23e6fc29cc7fdf127fd57797caec1ef9,43,150994938,28831987,42931822.78,0.715673761
24b701ecd0db088223878f634ae6d43e,43,6441,2870,6336.668552,0.01619802
24f476df91974ae3b048f581ccb793fb,43,0,0,0,0.962018174
2625494724018df4323553ff542e2e5a,43,10858,4685,9396.513606,0.134599963
286b271a873c7b4e190f384e28e4063a,43,2686962,103222,1276867.222,0.524791485
2a5fdd3f3ba34c005a3b110662f2420e,43,402653181,334094545,219203893.4,0.455601238
2b880bc9b8bead31e44c22e9cdb8f25c,43,0,0,0,0.867480727
32ab7472fba2c88bab5ba0c0961b3457,43,26214390,17065466,5175104.94,0.802585338
32cfe384db792f80725b066ae72b087b,43,187,2,144.7851419,0.225747904
39469674a01435b4e00763a53c550bae,43,2103,332,1731.397971,0.176700917
3ab3f2ea66efecc264a7681fc7c5ec26,43,1,1,0.46462568,0.53537432
3b23e436f382689ed501eb22c1b95736,43,15204341,10032839,14593128.16,0.040199891
4170a28cc94f27124d0582470c7a804a,43,79,37,40.73344949,0.484386715
582dff23dc4fe61ae147f9bbffddb682,43,3720,1559,315.3061202,0.91524029
5da7f1a2c0703c294a1b14677c00ab70,43,44040183,36673623,26352670.74,0.401622134
6e0c2e9c32fac15d0b736e7f72760ce0,43,802800,745342,234272.8186,0.708180346
726fd6325dc02b13a68e292891fd74d5,43,633,187,588.7494442,0.069906091
751cbcc1c2e98718b8504bde96824acb,43,434159,46624,422936.7082,0.025848345
79394d52d0794fda6566cbb829fee639,43,17643,2229,15429.8684,0.125439642
7cda77cd212ff9a480f08ca8a91f0eca,43,4849651,3898324,1731733.379,0.642915876
8569bee0f4aba3c064656bff33a63b1f,43,109051897,85293864,64688889.98,0.406806376
91dbcd5baf074fe8be6f39281bf835f2,43,43,33,23.85679096,0.445190908
96b7bd9a421bca1b6a8e2916b9ce9f93,43,1474545,549002,303183.7633,0.79438826
96cc4d1951f719c6cd9340eb9b502315,43,1166,1098,869.5791101,0.254220317
9f1da583f2fe3f475c87afdae6abb996,43,71303160,25676991,24934020.67,0.650309738
a28aafe3a71af397e522b57b2d36f0ab,43,9,6,8.977070806,0.002547688
a9448eba34ad3e5c3eff2f19199bad94,43,1073741823,930230793,666919238.2,0.378883057
b28f42d989cfc821a762df290c62f729,43,1073741822,184422142,1028350847,0.04227364
b50ff253b9fec25367c1a40a8d230e86,43,0,0,0,0.15666933
bf9e293b83ddbb32040aac0c6be221e5,44,0,0,0,0.286672605
cd4c30b63be63dae7decda66c45e6ee5,44,0,0,0,0.803526203
da43ab15b4ab7324d91f3717b2d9e029,44,334,151,207.7087239,0.378117593
e48bd34b652bb6ac51fd18fbb523c2b4,44,0,0,0,0.481895103
e5e924358c73cd453d7fb072ef0442aa,44,9,8,1.494977988,0.833891335
e7f180f200d2b3d396c7cf54570eaef2,44,1140850680,703888101,211805635,0.814344122
f0c25ed4f215935329887ef1cfeb0830,44,0,0,0,0.949018369
f99f8089688072c369867930674a2f5f,44,0,0,0,0.572331331
fbf102d198ba287a353b0cddc191cb0d,44,156120,16874,63075.94551,0.595977802
fdb56adec625fc4c0438fdc70c97e2dd,44,0,0,0,0.15432452
000c00a0e99903f7255edf24d9ab0b6a,44,233454,222005,118585.8116,0.492037782
19eeafb7e15ffdc347fc9f61116ea605,44,8650740,8566163,4157964.338,0.5193516
1af9d33faff1826077e29e195ac5ef14,44,62445,40405,29370.84835,0.529652521
1b7b4236e27163699013842b23f58639,44,167772155,150968636,96217231.62,0.426500592
23e6fc29cc7fdf127fd57797caec1ef9,44,150994938,17303120,133566119,0.115426512
24b701ecd0db088223878f634ae6d43e,44,6441,3104,2519.408702,0.608848207
24f476df91974ae3b048f581ccb793fb,44,0,0,0,0.359751678
2625494724018df4323553ff542e2e5a,44,10858,9098,10687.00983,0.015747851
286b271a873c7b4e190f384e28e4063a,44,2686962,381288,2052128.473,0.236264423
2a5fdd3f3ba34c005a3b110662f2420e,44,402653181,5024573,270245899.5,0.328837043
